"EDGE_Zone","Family","Species","Common_name","RL_ID","RL_Category"
"Atlantic Forest","Psittacidae","Amazona vinacea","Vinaceous-breasted Amazon",22686374,"EN"
"Atlantic Forest","Atelidae","Brachyteles arachnoides","Southern Muriqui",2993,"CR"
"Atlantic Forest","Accipitridae","Buteogallus coronatus","Crowned Solitary Eagle",22695855,"EN"
"Atlantic Forest","Accipitridae","Buteogallus lacernulatus","White-necked Hawk",22695763,"VU"
"Atlantic Forest","Tyrannidae","Calyptura cristata","Kinglet Calyptura",22700827,"CR"
"Atlantic Forest","Cotingidae","Carpornis melanocephala","Black-headed Berryeater",22700736,"VU"
"Atlantic Forest","Testudines","Hydromedusa maximiliani","Brazilian Snake-necked Turtle",10309,"VU"
"Atlantic Forest","Tityridae","Iodopleura pipra","Buff-throated Purpletuft",22700818,"EN"
"Atlantic Forest","Columbidae","Paraclaravis geoffroyi","Purple-winged Ground-dove",22690819,"CR"
"Atlantic Forest","Cricetidae","Phaenomys ferrugineus","Rio de Janeiro Arboreal Rat",16799,"EN"
"Atlantic Forest","Cracidae","Pipile jacutinga","Black-fronted Piping-guan",22678429,"EN"
"Atlantic Forest","Cricetidae","Rhagomys rufescens","Brazilian Arboreal Mouse",19454,"VU"
"Atlantic Forest","Tayassuidae","Tayassu pecari","White-lipped Peccary",41778,"VU"
"Cameroon","Cercopithecidae","Allochrocebus preussi","Preuss’s Monkey",4227,"EN"
"Cameroon","Arthroleptidae","Arthroleptis perreti","Perret's Squeaker Frog",190982,"EN"
"Cameroon","Strigidae","Bubo shelleyi","Shelley's Eagle-owl",22688980,"VU"
"Cameroon","Felidae","Caracal aurata","African Golden Cat",18306,"VU"
"Cameroon","Arthroleptidae","Cardioglossa manengouba",NA,16854228,"CR"
"Cameroon","Arthroleptidae","Cardioglossa pulchra","Black Long-fingered Frog",54408,"EN"
"Cameroon","Arthroleptidae","Cardioglossa trifasciata",NA,54410,"CR"
"Cameroon","Bucerotidae","Ceratogymna elata","Yellow-casqued Hornbill",22682627,"VU"
"Cameroon","Malaconotidae","Chlorophoneus kupeensis","Mount Kupe Bush-shrike",22707678,"EN"
"Cameroon","Conrauidae","Conraua goliath","Giant Slippery Frog",5263,"EN"
"Cameroon","Conrauidae","Conraua robusta","Cameroon Slippery Frog",58254,"VU"
"Cameroon","Scolecomorphidae","Crotaphatrema lamottei","Mount Oku Caecilian",59649,"CR"
"Cameroon","Testudines","Cyclanorbis elegans","Nubian Flapshell Turtle",6004,"CR"
"Cameroon","Bufonidae","Didynamipus sjostedti","Four-digit Toad",54811,"VU"
"Cameroon","Hominidae","Gorilla gorilla","Western Gorilla",9404,"CR"
"Cameroon","Accipitridae","Gyps rueppelli","Rüppell's Vulture",22695207,"CR"
"Cameroon","Muridae","Hylomyscus grandis","Mt Oku Hylomyscus",45054,"EN"
"Cameroon","Muridae","Lamottemys okuensis","Mount Oku Rat",11202,"EN"
"Cameroon","Arthroleptidae","Leptodactylodon albiventris","Whitebelly Egg Frog",54426,"EN"
"Cameroon","Arthroleptidae","Leptodactylodon axillaris",NA,54427,"CR"
"Cameroon","Arthroleptidae","Leptodactylodon bueanus",NA,54431,"EN"
"Cameroon","Arthroleptidae","Leptodactylodon erythrogaster","Redbelly Egg Frog",54432,"CR"
"Cameroon","Arthroleptidae","Leptodactylodon mertensi","Mertens' Egg Frog",54433,"EN"
"Cameroon","Arthroleptidae","Leptodactylodon ornatus","Ornate Egg Frog",54434,"EN"
"Cameroon","Arthroleptidae","Leptodactylodon perreti","Perret's Egg Frog",54436,"EN"
"Cameroon","Arthroleptidae","Leptodactylodon wildi",NA,54440,"CR"
"Cameroon","Malaconotidae","Malaconotus gladiator","Green-breasted Bush-shrike",22707728,"VU"
"Cameroon","Cercopithecidae","Mandrillus leucophaeus","Drill",12753,"EN"
"Cameroon","Cercopithecidae","Mandrillus sphinx","Mandrill",12754,"VU"
"Cameroon","Crocodylia","Mecistops cataphractus","Slender-snouted Crocodile",5660,"CR"
"Cameroon","Accipitridae","Necrosyrtes monachus","Hooded Vulture",22695185,"CR"
"Cameroon","Crocodylia","Osteolaemus tetraspis","African Dwarf Crocodile",15635,"VU"
"Cameroon","Muridae","Otomys burtoni","Burton’s Vlei Rat",45071,"EN"
"Cameroon","Hominidae","Pan troglodytes","Chimpanzee",15933,"EN"
"Cameroon","Petropedetidae","Petropedetes euskircheni",NA,176288,"EN"
"Cameroon","Petropedetidae","Petropedetes juliawurstnerae",NA,176289,"EN"
"Cameroon","Petropedetidae","Petropedetes perreti","Perret's Water Frog",58084,"CR"
"Cameroon","Manidae","Phataginus tetradactyla","Black-bellied Pangolin",12766,"VU"
"Cameroon","Manidae","Phataginus tricuspis","White-bellied Pangolin",12767,"EN"
"Cameroon","Phrynobatrachidae","Phrynobatrachus chukuchuku","Spiny Puddle Frog",175535,"CR"
"Cameroon","Phrynobatrachidae","Phrynobatrachus jimzimkusi","Jim Zimkus' Puddle Frog",74724558,"CR"
"Cameroon","Phrynobatrachidae","Phrynobatrachus manengoubensis","Manengouba River Frog",58125,"CR"
"Cameroon","Phrynobatrachidae","Phrynobatrachus njiomock","Lake Oku Puddle Frog",76317553,"CR"
"Cameroon","Picathartidae","Picathartes oreas","Grey-necked Rockfowl",22708119,"VU"
"Cameroon","Platysteiridae","Platysteira laticincta","Banded Wattle-eye",22707929,"EN"
"Cameroon","Accipitridae","Polemaetus bellicosus","Martial Eagle",22696116,"EN"
"Cameroon","Muridae","Praomys hartwigi","Hartwig's Soft-furred Mouse",18113,"VU"
"Cameroon","Muridae","Praomys morio","Cameroon Soft-furred Mouse",18118,"EN"
"Cameroon","Psittacidae","Psittacus erithacus","Grey Parrot",22724813,"EN"
"Cameroon","Manidae","Smutsia gigantea","Giant Ground Pangolin",12762,"EN"
"Cameroon","Musophagidae","Tauraco bannermani","Bannerman's Turaco",22688340,"EN"
"Cameroon","Squamata","Trioceros perreti","Perret's Montane Chameleon",203828,"EN"
"Cameroon","Squamata","Trioceros pfefferi","Bakossi Two-horned Chameleon",172572,"EN"
"Cameroon","Squamata","Trioceros serratus",NA,203829,"VU"
"Cameroon","Testudines","Trionyx triunguis","African Softshell Turtle",62256,"VU"
"Cameroon","Bufonidae","Werneria bambutensis","Bamboutos Smalltongue Toad",54893,"CR"
"Cameroon","Bufonidae","Werneria mertensiana","Mertens' Smalltongue Toad",54894,"CR"
"Cameroon","Bufonidae","Werneria preussi","Buea Smalltongue Toad",54895,"EN"
"Cameroon","Bufonidae","Werneria submontana",NA,61762,"EN"
"Cameroon","Bufonidae","Werneria tandyi","Tandy's Smalltongue Toad",54896,"CR"
"Cameroon","Bufonidae","Wolterstorffina chirioi",NA,54897,"CR"
"Cameroon","Bufonidae","Wolterstorffina mirei","Mount Okou Wolterstorff Toad",54898,"EN"
"Cameroon","Bufonidae","Wolterstorffina parvipalmata","Cameroon Wolterstorff Toad",54899,"CR"
"Cameroon","Pipidae","Xenopus longipes","Lake Oku Clawed Frog",58176,"CR"
"Colombia","Atelidae","Ateles fusciceps","Brown-headed Spider Monkey",135446,"EN"
"Colombia","Thraupidae","Bangsia melanochlamys","Black-and-gold Tanager",22722567,"VU"
"Colombia","Cracidae","Crax rubra","Great Curassow",22678521,"VU"
"Colombia","Hemiphractidae","Gastrotheca cornuta","Horned Marsupial Frog",55329,"EN"
"Colombia","Myrmecophagidae","Myrmecophaga tridactyla","Giant Anteater",14224,"VU"
"Colombia","Dendrobatidae","Phyllobates bicolor","Black-legged Poison Dart Frog",55262,"EN"
"Colombia","Craugastoridae","Strabomantis bufoniformis","Rusty Robber Frog",56482,"EN"
"Colombia","Tayassuidae","Tayassu pecari","White-lipped Peccary",41778,"VU"
"Cuba","Accipitridae","Accipiter gundlachi","Gundlach's Hawk",22695659,"EN"
"Cuba","Squamata","Anolis inexpectatus","Pineland Bush Anole",74995482,"EN"
"Cuba","Squamata","Anolis rubribarbus","Sagua de Tanamo Anole",75103008,"EN"
"Cuba","Solenodontidae","Solenodon cubanus","Cuban Solenodon",20320,"EN"
"Cuba","Picidae","Campephilus principalis","Ivory-billed Woodpecker",22681425,"CR"
"Cuba","Accipitridae","Chondrohierax wilsonii","Cuban Kite",22728485,"CR"
"Cuba","Apodidae","Cypseloides niger","Black Swift",22686440,"VU"
"Cuba","Eleutherodactylidae","Eleutherodactylus acmonis","Cuban Red-rumped Frog",56391,"EN"
"Cuba","Eleutherodactylidae","Eleutherodactylus albipes","Cuban Dwarf Robber Frog",56403,"CR"
"Cuba","Eleutherodactylidae","Eleutherodactylus bartonsmithi","Barton's Robber Frog",56452,"CR"
"Cuba","Eleutherodactylidae","Eleutherodactylus bresslerae","Rio Yumuri Robber Frog",56473,"CR"
"Cuba","Eleutherodactylidae","Eleutherodactylus cubanus","Cuban Robber Frog",56541,"CR"
"Cuba","Eleutherodactylidae","Eleutherodactylus etheridgei","Etheridge's Robber Frog",56590,"EN"
"Cuba","Eleutherodactylidae","Eleutherodactylus glamyrus",NA,56616,"EN"
"Cuba","Eleutherodactylidae","Eleutherodactylus gundlachi","Gundlach's Robber Frog",56642,"EN"
"Cuba","Eleutherodactylidae","Eleutherodactylus jaumei","Orange Long-nosed Frog",56682,"CR"
"Cuba","Eleutherodactylidae","Eleutherodactylus leberi","Leber's Robber Frog",56708,"EN"
"Cuba","Eleutherodactylidae","Eleutherodactylus mariposa","Lily Robber Frog",56742,"CR"
"Cuba","Eleutherodactylidae","Eleutherodactylus melacara","Estrada's Robber Frog",56754,"EN"
"Cuba","Eleutherodactylidae","Eleutherodactylus orientalis","Baracoa Dwarf Frog",56815,"CR"
"Cuba","Eleutherodactylidae","Eleutherodactylus pezopetrus","Miranda Robber Frog",56851,"CR"
"Cuba","Eleutherodactylidae","Eleutherodactylus principalis","Oriente Greenish-yellow Frog",7455,"EN"
"Cuba","Eleutherodactylidae","Eleutherodactylus ricordii","Ricord's Frog",56915,"VU"
"Cuba","Eleutherodactylidae","Eleutherodactylus rivularis","Short-legged Streamside Frog",56920,"CR"
"Cuba","Eleutherodactylidae","Eleutherodactylus ronaldi","Ronald's Robber Frog",56922,"VU"
"Cuba","Eleutherodactylidae","Eleutherodactylus simulans","Oriente Mottled Frog",56968,"EN"
"Cuba","Eleutherodactylidae","Eleutherodactylus toa","Yarey Robber Frog",57009,"EN"
"Cuba","Eleutherodactylidae","Eleutherodactylus turquinensis","Turquino Robber Frog",57019,"CR"
"Cuba","Squamata","Leiocephalus onaneyi","Sierra Curlytail Lizard",75310301,"CR"
"Cuba","Capromyidae","Mesocapromys melanurus","Black-tailed Hutia",14256,"VU"
"Cuba","Squamata","Sphaerodactylus armasi","Guantanamo Coastal Gecko",178309,"EN"
"Cuba","Squamata","Sphaerodactylus dimorphicus",NA,75605406,"EN"
"Cuba","Squamata","Sphaerodactylus pimienta","Pepper Sphaero",178305,"EN"
"Cuba","Squamata","Sphaerodactylus ruibali","Ruibal's Least Gecko",75605872,"EN"
"Cuba","Squamata","Sphaerodactylus schwartzi","Guantanamo Collared Sphaero",75605892,"EN"
"Cuba","Squamata","Sphaerodactylus torrei","Cuban Broad-banded Sphaero",178262,"EN"
"Cuba","Columbidae","Starnoenas cyanocephala","Blue-headed Quail-dove",22690970,"EN"
"Cuba","Squamata","Tropidophis fuscus","Cuban Dusky Trope",75606452,"EN"
"DR Congo","Balaenicipitidae","Balaeniceps rex","Shoebill",22697583,"VU"
"DR Congo","Gruidae","Balearica regulorum","Grey Crowned Crane",22692046,"EN"
"DR Congo","Bucerotidae","Bucorvus leadbeateri","Southern Ground-hornbill",22682638,"VU"
"DR Congo","Gruidae","Bugeranus carunculatus","Wattled Crane",22692129,"VU"
"DR Congo","Cercopithecidae","Colobus angolensis","Angolan Colobus",5142,"VU"
"DR Congo","Turdidae","Geokichla guttata","Spotted Ground-thrush",22708464,"EN"
"DR Congo","Accipitridae","Gyps africanus","White-backed Vulture",22695189,"CR"
"DR Congo","Hippopotamidae","Hippopotamus amphibius","Hippopotamus",10103,"VU"
"DR Congo","Elephantidae","Loxodonta africana","African Savanna Elephant",12392,"VU"
"DR Congo","Crocodylia","Mecistops cataphractus","Slender-snouted Crocodile",5660,"CR"
"DR Congo","Felidae","Panthera pardus","Leopard",15954,"VU"
"DR Congo","Manidae","Phataginus tricuspis","White-bellied Pangolin",12767,"EN"
"DR Congo","Accipitridae","Polemaetus bellicosus","Martial Eagle",22696116,"EN"
"DR Congo","Accipitridae","Terathopius ecaudatus","Bateleur",22695289,"EN"
"DR Congo","Accipitridae","Trigonoceps occipitalis","White-headed Vulture",22695250,"CR"
"Eastern Australia","Atrichornithidae","Atrichornis rufescens","Rufous Scrub-bird",22703608,"EN"
"Eastern Australia","Myobatrachidae","Crinia tinnula","Tinkling Froglet",41045,"VU"
"Eastern Australia","Dasyuridae","Dasyurus hallucatus","Northern Quoll",6295,"EN"
"Eastern Australia","Testudines","Elusor macrurus","Mary River Turtle",7664,"EN"
"Eastern Australia","Squamata","Hemiaspis damelii","Grey Snake",102709908,"EN"
"Eastern Australia","Megadermatidae","Macroderma gigas","Ghost Bat",12590,"VU"
"Eastern Australia","Squamata","Nangura spinosa","Nangur Skink",109480565,"EN"
"Eastern Australia","Phascolarctidae","Phascolarctos cinereus","Koala",16892,"VU"
"Eastern Australia","Limnodynastidae","Philoria kundagungan","Mountain Frog",54353,"EN"
"Eastern Australia","Limnodynastidae","Philoria loveridgei","Loveridge’s Frog",54354,"EN"
"Eastern Australia","Squamata","Phyllurus kabikabi",NA,102664572,"CR"
"Eastern Australia","Rostratulidae","Rostratula australis","Australian Painted-snipe",22735692,"EN"
"Eastern Australia","Myobatrachidae","Taudactylus pleione","Kroombit Tinker Frog",21533,"CR"
"Ecuador","Ardeidae","Agamia agami","Agami Heron",22697200,"VU"
"Ecuador","Aromobatidae","Allobates kingsburyi",NA,55100,"EN"
"Ecuador","Squamata","Anolis otongae",NA,50950385,"VU"
"Ecuador","Cricetidae","Anotomys leander","Ecuadoran Ichthyomyine",1564,"EN"
"Ecuador","Atelidae","Ateles fusciceps","Brown-headed Spider Monkey",135446,"EN"
"Ecuador","Bufonidae","Atelopus coynei","Rio Faisanes Stubfoot Toad",54501,"CR"
"Ecuador","Bufonidae","Atelopus lynchi","Jambato de Lynch",54524,"CR"
"Ecuador","Bufonidae","Atelopus mindoensis","Mindo Stubfoot Toad",54526,"CR"
"Ecuador","Bufonidae","Atelopus pastuso",NA,18435537,"CR"
"Ecuador","Bufonidae","Atelopus planispina","Flat-spined Atelopus",54543,"CR"
"Ecuador","Caenolestidae","Caenolestes convelatus","Blackish Shrew Opossum",40522,"VU"
"Ecuador","Phyllomedusidae","Callimedusa perinesos","Orange-spotted Leaf Frog",55860,"EN"
"Ecuador","Dendrobatidae","Colostethus jacobuspetersi",NA,55098,"CR"
"Ecuador","Cracidae","Crax rubra","Great Curassow",22678521,"VU"
"Ecuador","Squamata","Echinosaura keyi","Key Tegu",50950605,"VU"
"Ecuador","Squamata","Emmochliophis miops",NA,50951457,"CR"
"Ecuador","Squamata","Enyalioides oshaughnessyi","Red-eyed Woodlizard",44578937,"VU"
"Ecuador","Trochilidae","Eriocnemis godini","Turquoise-throated Puffleg",22687922,"CR"
"Ecuador","Trochilidae","Eriocnemis nigrivestis","Black-breasted Puffleg",22687909,"EN"
"Ecuador","Hemiphractidae","Gastrotheca angustifrons","Pacific Marsupial Frog",55322,"CR"
"Ecuador","Hemiphractidae","Gastrotheca cornuta","Horned Marsupial Frog",55329,"EN"
"Ecuador","Hemiphractidae","Gastrotheca riobambae","Riobamba Pouched Frog",55357,"EN"
"Ecuador","Trochilidae","Heliodoxa gularis","Pink-throated Brilliant",22687721,"VU"
"Ecuador","Dendrobatidae","Hyloxalus delatorreae",NA,55071,"CR"
"Ecuador","Crocodylia","Melanosuchus niger","Black Caiman",13053,"VU"
"Ecuador","Cricetidae","Neomicroxus latebricola","Ecuadorean Grass Mouse",741,"EN"
"Ecuador","Cuculidae","Neomorphus geoffroyi","Rufous-vented Ground-cuckoo",62144610,"VU"
"Ecuador","Cuculidae","Neomorphus radiolosus","Banded Ground-cuckoo",22684473,"EN"
"Ecuador","Centrolenidae","Nymphargus anomalus","Napo Cochran Frog",54946,"CR"
"Ecuador","Bufonidae","Osornophryne guacamayo","Guacamayo Plump Toad",54857,"EN"
"Ecuador","Bufonidae","Osornophryne sumacoensis",NA,54859,"VU"
"Ecuador","Trochilidae","Phlogophilus hemileucurus","Ecuadorian Piedtail",22687703,"VU"
"Ecuador","Craugastoridae","Pristimantis caprifer","La Palma Robber Frog",56492,"CR"
"Ecuador","Craugastoridae","Pristimantis glandulosus",NA,56619,"EN"
"Ecuador","Accipitridae","Pseudastur occidentalis","Grey-backed Hawk",22695789,"EN"
"Ecuador","Mustelidae","Pteronura brasiliensis","Giant Otter",18711,"EN"
"Ecuador","Bufonidae","Rhaebo colomai","Carchi Andes Toad",54462,"EN"
"Ecuador","Bufonidae","Rhaebo olallai","Tandayapa Andes Toad",54463,"CR"
"Ecuador","Thraupidae","Sericossypha albocristata","White-capped Tanager",22722156,"VU"
"Ecuador","Accipitridae","Spizaetus isidori","Black-and-chestnut Eagle",22696207,"EN"
"Ecuador","Squamata","Stenocercus varius","Keeled Whorltail Iguana",50950734,"EN"
"Ecuador","Craugastoridae","Strabomantis helonotus","Rio Pitzara Robber Frog",56649,"CR"
"Ecuador","Craugastoridae","Strabomantis necerus","Mindo Robber Frog",56785,"CR"
"Ecuador","Tayassuidae","Tayassu pecari","White-lipped Peccary",41778,"VU"
"Ecuador","Tinamidae","Tinamus osgoodi","Black Tinamou",22678145,"VU"
"Ecuador","Tinamidae","Tinamus tao","Grey Tinamou",22678135,"VU"
"Ecuador","Cathartidae","Vultur gryphus","Andean Condor",22697641,"VU"
"Ethiopia","Bufonidae","Altiphrynoides malcolmi","Malcolm's Ethiopia Toad",54460,"EN"
"Ethiopia","Bufonidae","Altiphrynoides osgoodi","Osgood's Ethiopian Toad",54886,"CR"
"Ethiopia","Accipitridae","Aquila rapax","Tawny Eagle",22696033,"VU"
"Ethiopia","Gruidae","Balearica pavonina","Black Crowned Crane",22692039,"VU"
"Ethiopia","Brevicipitidae","Balebreviceps hillmani","Bale Mountains Treefrog",57703,"CR"
"Ethiopia","Bucerotidae","Bucorvus abyssinicus","Northern Ground-hornbill",22682632,"VU"
"Ethiopia","Soricidae","Crocidura harenna","Harenna Shrew",5633,"CR"
"Ethiopia","Anatidae","Cyanochen cyanoptera","Blue-winged Goose",22679961,"VU"
"Ethiopia","Petropedetidae","Ericabatrachus baleensis","Bale Mountains Frog",58075,"CR"
"Ethiopia","Accipitridae","Gyps africanus","White-backed Vulture",22695189,"CR"
"Ethiopia","Accipitridae","Gyps rueppelli","Rüppell's Vulture",22695207,"CR"
"Ethiopia","Canidae","Lycaon pictus","African Wild Dog",12436,"EN"
"Ethiopia","Accipitridae","Necrosyrtes monachus","Hooded Vulture",22695185,"CR"
"Ethiopia","Accipitridae","Neophron percnopterus","Egyptian Vulture",22695180,"EN"
"Ethiopia","Felidae","Panthera leo","Lion",15951,"VU"
"Ethiopia","Felidae","Panthera pardus","Leopard",15954,"VU"
"Ethiopia","Accipitridae","Polemaetus bellicosus","Martial Eagle",22696116,"EN"
"Ethiopia","Sagittariidae","Sagittarius serpentarius","Secretarybird",22696221,"EN"
"Ethiopia","Accipitridae","Terathopius ecaudatus","Bateleur",22695289,"EN"
"Ethiopia","Accipitridae","Torgos tracheliotos","Lappet-faced Vulture",22695238,"EN"
"Ethiopia","Accipitridae","Trigonoceps occipitalis","White-headed Vulture",22695250,"CR"
"Hispaniola","Psittacidae","Amazona ventralis","Hispaniolan Amazon",22686215,"VU"
"Hispaniola","Squamata","Amphisbaena cayemite","Cayemite Short-tailed Amphisbaena",74855383,"CR"
"Hispaniola","Squamata","Amphisbaena leali","Pestel Amphisbaena",74856459,"CR"
"Hispaniola","Squamata","Anolis darlingtoni","Darlington's Anole",74994974,"CR"
"Hispaniola","Squamata","Anolis eugenegrahami","Eugene's Anole",74995297,"CR"
"Hispaniola","Squamata","Anolis hendersoni","Henderson's Anole",74995426,"VU"
"Hispaniola","Squamata","Anolis insolitus","La Palma Anole",74995512,"EN"
"Hispaniola","Squamata","Anolis koopmani","Brown Red-bellied Anole",178592,"CR"
"Hispaniola","Squamata","Anolis placidus","Placid Anole",75084785,"EN"
"Hispaniola","Squamata","Anolis rimarum","Marmelade Anole",75085311,"CR"
"Hispaniola","Squamata","Anolis strahmi","Strahm's Anole",178313,"EN"
"Hispaniola","Accipitridae","Buteo ridgwayi","Ridgway's Hawk",22695886,"CR"
"Hispaniola","Calyptophilidae","Calyptophilus tertius","Western Chat-tanager",22729082,"VU"
"Hispaniola","Squamata","Celestus agasepsoides",NA,203021,"EN"
"Hispaniola","Squamata","Celestus darlingtoni","Darlington's Galliwasp",203029,"EN"
"Hispaniola","Squamata","Celestus haetianus",NA,203030,"EN"
"Hispaniola","Squamata","Celestus macrotus","Thomas' Galliwasp",203033,"EN"
"Hispaniola","Cuculidae","Coccyzus rufigularis","Bay-breasted Cuckoo",22684360,"EN"
"Hispaniola","Squamata","Cyclura cornuta","Hispaniolan Rhinoceros Iguana",6042,"EN"
"Hispaniola","Apodidae","Cypseloides niger","Black Swift",22686440,"VU"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus amadeus","Macaya Bushfrog",56409,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus apostates","La Hotte Big-legged Frog",56428,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus armstrongi","Baoruco Hammer Frog",56432,"EN"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus audanti","South Island Telegraph Frog",56437,"VU"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus auriculatoides","Northern Hammer Frog",56440,"EN"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus bakeri","La Hotte Bush Frog",56449,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus brevirostris","Short-nosed Green Frog",56475,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus caribe","Haitian Marshfrog",56493,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus chlorophenax","La Hotte Giant Frog",56511,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus corona","Hispaniolan Crowned Frog",56525,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus counouspeus","Yellow Cave Frog",56527,"EN"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus darlingtoni","La Selle Long-legged Frog",56549,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus diplasius","Patternless Whistling Frog",195008,"EN"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus dolomedes","Haitian Ventriloquial Frog",56567,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus eunaster","La Hotte Whistling Frog",56592,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus fowleri","Khaki Bromeliad Frog",56605,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus furcyensis","La Selle Red-legged Frog",56608,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus glandulifer","La Hotte Glanded Frog",56617,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus glanduliferoides","La Selle Grassfrog",56618,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus glaphycompus","Ball Bearing Frog",56620,"EN"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus heminota","Half-striped Bromeliad Frog",56651,"EN"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus hypostenor","Baoruco Burrowing Frog",56659,"EN"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus jugans","La Selle Dusky Frog",56688,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus lamprotes","Hispaniolan Orange-legged Frog",56698,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus leoncei","Southern Pastel Frog",56712,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus montanus","Hispaniolan Montane Frog",56776,"EN"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus nortoni","Spiny Giant Frog",56796,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus notidodes","Neiba Telegraph Frog",195011,"EN"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus oxyrhyncus","Hispaniolan Sharp-nosed Frog",56819,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus parabates","Neiba Whistling Frog",56825,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus parapelates","Macaya Burrowing Frog",56827,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus patriciae","Hispaniola Cordillera Frog",56834,"EN"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus paulsoni","Hispaniolan Pink-rumped Frog",56836,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus pituinus","Hispaniolan Melodius Frog",56863,"EN"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus poolei","Citadel Frog",56874,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus rufifemoralis","Baoruco Red-legged Frog",56931,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus schmidti","Hispaniolan Streamside Frog",56952,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus sciagraphus","La Hotte Striped-legged Frog",56955,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus semipalmatus","Tiburon Streamfrog",7147,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus sommeri","Massif du Nord Whistling Frog",195014,"EN"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus thorectes","Macaya Breast-spotted Frog",57004,"CR"
"Hispaniola","Eleutherodactylidae","Eleutherodactylus ventrilineatus","Macaya Dusky Frog",57034,"CR"
"Hispaniola","Squamata","Ialtris haetianus","Haitian Ground Snake",190587,"VU"
"Hispaniola","Rallidae","Laterallus jamaicensis","Black Rail",22692353,"EN"
"Hispaniola","Squamata","Leiocephalus endomychus","Central Haitian Curlytail",75306501,"CR"
"Hispaniola","Squamata","Leiocephalus pratensis","Atalaye Curlytail Lizard",75312135,"CR"
"Hispaniola","Squamata","Leiocephalus rhutidira","Lapierre Curlytail Lizard",75317710,"CR"
"Hispaniola","Squamata","Mitophis asbolepis",NA,75600764,"CR"
"Hispaniola","Squamata","Mitophis pyrites","Thomas' Blind Snake",75601781,"EN"
"Hispaniola","Hylidae","Osteopilus pulchrilineatus","Hispaniolan Yellow Treefrog",55810,"VU"
"Hispaniola","Bufonidae","Peltophryne guentheri","Southern Crested Toad",54656,"VU"
"Hispaniola","Capromyidae","Plagiodontia aedium","Cuvier's Hutia",17460,"EN"
"Hispaniola","Procellariidae","Pterodroma hasitata","Black-capped Petrel",22698092,"EN"
"Hispaniola","Squamata","Sphaerodactylus asterulus","Haitian Least Gecko",75605330,"EN"
"Hispaniola","Squamata","Sphaerodactylus cinereus","Gray Gecko",75605362,"VU"
"Hispaniola","Squamata","Sphaerodactylus cryphius","Bakoruco Least Gecko",75605387,"EN"
"Hispaniola","Squamata","Sphaerodactylus elasmorhynchus","Marche Leon Least Gecko",75605414,"CR"
"Hispaniola","Squamata","Sphaerodactylus ladae","Martin Garcia Least Gecko",75605470,"EN"
"Hispaniola","Squamata","Sphaerodactylus omoglaux","Fond Parisien Least Gecko",75605594,"EN"
"Hispaniola","Squamata","Sphaerodactylus rhabdotus","Two-striped Sphaero",75605848,"EN"
"Hispaniola","Squamata","Sphaerodactylus schuberti","Neiba Agave Sphaero",75605887,"CR"
"Hispaniola","Squamata","Sphaerodactylus sommeri","TerreNueve Least Gecko",75605940,"CR"
